OBJECTID,Join_Count,TARGET_FID,adcode,level1,center_lng,center_lat,full_name,short_name,ADMINCODE,TYPE,CITYCODE,cid,Shape_Length,Shape_Area
201,1,201,510400,city,101.718637000000000,26.582346999999999,攀枝花市,攀枝花,510422,0137,510400,50,650937.031651642410000,7434338799.687388400000000
202,1,202,211100,city,122.170584000000010,40.719847000000001,盘锦市,盘锦,211122,0137,211100,319,472366.741264086620000,3603386316.237266500000000
203,1,203,410400,city,113.192661000000000,33.766168999999998,平顶山市,平顶山,410482,0137,410400,206,623347.886026651250000,7898879665.276118300000000
204,1,204,620800,city,106.665060999999990,35.542605999999999,平凉市,平凉,620826,0137,620800,282,1056879.526085628400000,11111601807.815422000000000
205,1,205,360300,city,113.887083000000000,27.658373000000001,萍乡市,萍乡,360322,0137,360300,186,439619.790844901410000,3830163987.919103600000000
206,1,206,350300,city,119.007777000000000,25.454084000000002,莆田市,莆田,350300,0137,350300,298,746325.599946310280000,3836648952.351188700000000
207,1,207,410900,city,115.029216000000010,35.761828999999999,濮阳市,濮阳,410923,0137,410900,211,516800.365385851760000,4206887002.875289000000000
208,1,208,530800,city,100.966156000000000,22.825154999999999,普洱市,普洱,530825,0137,530800,11,1601730.065753447800000,44245092957.011604000000000
209,1,209,230900,city,131.003082000000010,45.771396000000003,七台河市,七台河,230921,0137,230900,346,552729.884651702250000,6205856018.975915000000000
210,1,210,230200,city,123.918186000000010,47.354348000000002,齐齐哈尔市,齐齐哈尔,230281,0137,230200,358,1693671.454615874700000,42234484679.938316000000000
211,1,211,429005,city,112.899762000000000,30.402166999999999,潜江市,潜江,429005,0137,429200,254,282024.585192451540000,2004714234.062941100000000
212,1,212,522600,city,107.982874000000000,26.583456999999999,黔东南苗族侗族自治州,黔东南,522625,0137,522600,311,1695478.866917687500000,30281069931.730415000000000
213,1,213,522700,city,107.522171000000000,26.253274999999999,黔南布依族苗族自治州,黔南,522702,0137,522700,359,1702524.226453433300000,26200368902.460636000000000
214,1,214,522300,city,104.906397000000000,25.087855999999999,黔西南布依族苗族自治州,黔西南,522323,0137,522300,312,946005.190970859960000,16808747913.035471000000000
215,1,215,450700,city,108.654146000000000,21.979932999999999,钦州市,钦州,450722,0137,450700,145,1056415.039605801200000,10676975298.855989000000000
216,1,216,130300,city,119.518197000000000,39.888700999999998,秦皇岛市,秦皇岛,130321,0137,130300,196,522515.109388803130000,7796772731.797678000000000
217,1,217,370200,city,120.382621000000000,36.067131000000003,青岛市,青岛,370285,0137,370200,100,1208015.061484601600000,11073875902.899775000000000
218,1,218,441800,city,113.056042000000010,23.681774000000001,清远市,清远,441882,0137,441800,125,962852.732822776310000,19006220756.467052000000000
219,1,219,621000,city,107.643570999999990,35.708979999999997,庆阳市,庆阳,621022,0137,621000,283,1161890.468220861900000,27213597426.139133000000000
220,1,220,469002,city,110.474497000000000,19.259134000000000,琼海市,琼海,469002,0137,469200,243,257498.635429912950000,1693722704.119006200000000
221,1,221,469030,city,109.838389000000010,19.033369000000000,琼中黎族苗族自治县,琼中,469036,0137,468700,242,322972.213965047090000,2702396941.705370400000000
222,1,222,330800,city,118.859457000000010,28.970078999999998,衢州市,衢州,330824,0137,330800,226,644240.398597649880000,8845871802.995084800000000
223,1,223,530300,city,103.796167000000000,25.489999000000001,曲靖市,曲靖,530326,0137,530300,12,1352423.403583452100000,28937968008.841328000000000
224,1,224,350500,city,118.675676000000000,24.874131999999999,泉州市,泉州,350526,0137,350500,295,1230072.072252017900000,11098895839.913813000000000
225,1,225,542300,city,88.880583000000001,29.266869000000000,日喀则市,日喀则,542327,0137,542300,302,4211513.029948222500000,180068669021.840880000000000
226,1,226,371100,city,119.526925000000010,35.416733999999998,日照市,日照,371122,0137,371100,88,530634.724029265930000,5332733441.782234200000000
227,1,227,411200,city,111.200367000000000,34.772792000000003,三门峡市,三门峡,411221,0137,411200,200,740634.238308858360000,9928850698.525499300000000
228,1,228,350400,city,117.638678000000000,26.263406000000000,三明市,三明,350429,0137,350400,291,1088918.742064811300000,22959792932.357731000000000
229,1,229,460200,city,109.511771999999990,18.253135000000000,三亚市,三亚,460200,0137,460200,229,418027.770396986450000,1913138826.636967900000000
230,1,230,350200,city,118.089204000000000,24.479664000000000,厦门市,厦门,350200,0137,350200,293,414549.845456807820000,1566099495.687327400000000
231,1,231,542200,city,91.773133999999999,29.237137000000001,山南市,山南,542229,0137,542200,300,1792054.995468662600000,79076459480.216873000000000
232,1,232,440500,city,116.681972000000000,23.354091000000000,汕头市,汕头,440500,0137,440500,120,510725.514062230590000,2101686959.461770500000000
233,1,233,441500,city,115.375431000000010,22.787050000000001,汕尾市,汕尾,441523,0137,441500,121,640837.787401039390000,4855479496.608856200000000
234,1,234,411400,city,115.656339000000000,34.414960999999998,商丘市,商丘,411421,0137,411400,204,699891.598520555530000,10699700306.330521000000000
235,1,235,310000,city,121.473662000000000,31.230371999999999,上海市,上海,310114,0137,310100,1,803177.636692845840000,6854761310.629861800000000
236,1,236,361100,city,117.943433000000000,28.454863000000000,上饶市,上饶,361128,0137,361100,178,1310453.052472311500000,22774708246.462555000000000
237,1,237,440200,city,113.597620000000010,24.810879000000000,韶关市,韶关,440281,0137,440200,132,1087218.022977628700000,18453735813.805698000000000
238,1,238,430500,city,111.467674000000000,27.238949999999999,邵阳市,邵阳,430524,0137,430500,274,1034181.048201566200000,20764725900.867065000000000
239,1,239,330600,city,120.580364000000000,30.030192000000000,绍兴市,绍兴,330621,0137,330600,224,599074.370617390730000,8194829835.133992200000000
240,1,240,440300,city,114.057939000000000,22.543527000000001,深圳市,深圳,440300,0137,440300,124,570755.424982906900000,1950523474.182879200000000
241,1,241,210100,city,123.465035000000000,41.677284000000000,沈阳市,沈阳,210123,0137,210100,318,844858.222945003070000,12847661596.853893000000000
242,1,242,420300,city,110.799291000000000,32.629461999999997,十堰市,十堰,420322,0137,420300,247,1126183.743144797400000,23647605344.886280000000000
243,1,243,659001,city,86.080601999999999,44.306097000000001,石河子市,石河子,659001,0137,659100,161,104869.649312046090000,461826845.770878610000000
244,1,244,130100,city,114.514793000000000,38.042228000000001,石家庄市,石家庄,130131,0137,130100,195,720082.175449682050000,14078684579.118685000000000
245,1,245,640200,city,106.383303000000000,38.983235999999998,石嘴山市,石嘴山,640200,0137,640200,65,310594.350715291630000,4000136791.381512600000000
246,1,246,230500,city,131.141195000000010,46.676417999999998,双鸭山市,双鸭山,230524,0137,230500,349,1248791.447617416300000,22028968793.139038000000000
247,1,247,140600,city,112.432991000000000,39.331854999999997,朔州市,朔州,140623,0137,140600,108,618774.911601703850000,10615072202.262257000000000
248,1,248,220300,city,124.350398000000000,43.166418999999998,四平市,四平,220381,0137,220300,32,880449.933727278020000,14364826000.846153000000000
249,1,249,220700,city,124.825042000000000,45.141548000000000,松原市,松原,220700,0137,220700,34,966340.966216093050000,21158201738.760159000000000
250,1,250,320500,city,120.585728000000000,31.297400000000000,苏州市,苏州,320582,0137,320500,175,631814.662166984170000,8519624072.499400100000000
251,1,251,231200,city,126.968887000000000,46.653844999999997,绥化市,绥化,231226,0137,231200,354,1587716.005661887800000,34910213724.830605000000000
252,1,252,421300,city,113.382515000000000,31.690190999999999,随州市,随州,421300,0137,421300,260,648691.264597711040000,9619699429.558855100000000
253,1,253,510900,city,105.592803000000000,30.532920000000001,遂宁市,遂宁,510922,0137,510900,58,524864.928495499310000,5321000449.799064600000000
254,1,254,654200,city,82.980316000000002,46.745364000000002,塔城地区,塔城,654226,0137,654200,158,2467920.685564389000000,95220274201.210236000000000
255,1,255,331000,city,121.420760000000000,28.656379999999999,台州市,台州,331023,0137,331000,218,1613191.966802739100000,9451055408.022705100000000
256,1,256,140100,city,112.548879000000000,37.870590000000000,太原市,太原,140122,0137,140100,104,573502.498114027550000,6899269628.818639800000000
257,1,257,370900,city,117.087614000000000,36.200251999999999,泰安市,泰安,370900,0137,370900,90,685490.306227188090000,7748522819.212304100000000
258,1,258,321200,city,119.922933000000000,32.455536000000002,泰州市,泰州,321281,0137,321200,172,558806.128522755930000,5799891327.020364800000000
259,1,259,130200,city,118.180193000000000,39.630867000000002,唐山市,唐山,130227,0137,130200,190,921366.475742760350000,13561376994.508013000000000
260,1,260,120000,city,117.200982999999990,39.084158000000002,天津,天津,120114,0137,120100,61,1058737.119264011500000,11847253263.896389000000000
261,1,261,429006,city,113.166078000000000,30.663336999999999,天门市,天门,429006,0137,429300,249,324779.062000820760000,2614618184.011499900000000
262,1,262,620500,city,105.724979000000000,34.580885000000002,天水市,天水,620525,0137,620500,280,894519.628275930300000,14289405425.159994000000000
263,1,263,211200,city,123.726035000000000,42.223827999999997,铁岭市,铁岭,211224,0137,211200,323,835591.232582367370000,12969574550.888988000000000
264,1,264,220500,city,125.939697000000000,41.728400999999998,通化市,通化,220581,0137,220500,38,937357.083582734340000,15586903110.637547000000000
265,1,265,150500,city,122.243444000000000,43.652889000000002,通辽市,通辽,150581,0137,150500,26,1680649.438479243100000,59191342037.705009000000000
266,1,266,610200,city,108.945019000000000,34.897886999999997,铜川市,铜川,610222,0137,610200,337,380489.357802893730000,3890345522.785237800000000
267,1,267,340700,city,117.811539999999990,30.945515000000000,铜陵市,铜陵,340721,0137,340700,80,197795.342997186030000,1065506749.200594700000000
268,1,268,520600,city,109.189598000000000,27.731514000000001,铜仁市,铜仁,522227,0137,522200,310,1290477.844482928500000,18016173299.243168000000000
269,1,269,652100,city,89.189751999999999,42.951303000000003,吐鲁番市,吐鲁番,652122,0137,652100,153,1376074.056204180200000,69624731465.595856000000000
270,1,270,469022,city,110.103415000000000,19.351765000000000,屯昌县,屯昌县,469026,0137,469800,237,215870.051716817570000,1237071465.741713000000000
271,1,271,469006,city,110.391073000000010,18.795142999999999,万宁市,万宁,469006,0137,469500,228,345853.885537694560000,1880868932.822855000000000
272,1,272,371000,city,122.120282000000000,37.513412000000002,威海市,威海,371000,0137,371000,86,1005483.257537119800000,5641690883.498954800000000
273,1,273,370700,city,119.161748000000000,36.706961999999997,潍坊市,潍坊,370783,0137,370700,95,847119.480434681520000,15782870515.859035000000000
274,1,274,610500,city,109.471093999999990,34.520440000000001,渭南市,渭南,610581,0137,610500,335,797507.131092075260000,12940478876.696674000000000
275,1,275,330300,city,120.699361000000000,27.993828000000001,温州市,温州,330324,0137,330300,222,1378436.896808087600000,11440817584.552843000000000
276,1,276,469005,city,110.797717000000010,19.543422000000000,文昌市,文昌,469005,0137,469400,238,444959.262404542530000,2354238764.174752200000000
277,1,277,532600,city,104.216247999999990,23.400732999999999,文山壮族苗族自治州,文山,532626,0137,532600,8,1272910.585410336300000,31380317641.219570000000000
278,1,278,150300,city,106.794216000000010,39.655248000000000,乌海市,乌海,150300,0137,150300,19,287199.253046405330000,1856983060.207238400000000
279,1,279,150900,city,113.132583999999990,40.994785000000000,乌兰察布市,乌兰察布,150929,0137,150900,18,1556384.608641345300000,54648530667.590363000000000
280,1,280,650100,city,87.616848000000005,43.825592000000000,乌鲁木齐市,乌鲁木齐,650100,0137,650100,147,997969.870020955920000,14198151010.641514000000000
281,1,281,320200,city,120.311910000000000,31.491168999999999,无锡市,无锡,320281,0137,320200,171,530339.354352265360000,4608383057.943799000000000
282,1,282,340200,city,118.432941000000000,31.352858999999999,芜湖市,芜湖,340200,0137,340200,78,407118.914244323910000,3371293917.112917400000000
283,1,283,640300,city,106.198913000000000,37.997427999999999,吴忠市,吴忠,640381,0137,640300,63,1161084.346866346700000,15802013337.016039000000000
284,1,284,450400,city,111.279115000000000,23.476962000000000,梧州市,梧州,450423,0137,450400,139,954158.366008501030000,12569868374.722389000000000
285,1,285,659004,city,87.543239999999997,44.166755999999999,五家渠市,五家渠,659004,0137,659400,148,179209.887684792830000,755569646.469074850000000
286,1,286,469001,city,109.516925000000000,18.775145999999999,五指山市,五指山,469001,0137,469100,233,193161.103882889090000,1129323139.834946900000000
287,1,287,420100,city,114.305469000000000,30.593174999999999,武汉市,武汉,420100,0137,420100,253,696944.669728113920000,8569904728.097705800000000
288,1,288,620600,city,102.638201000000000,37.928266999999998,武威市,武威,620621,0137,620600,285,1282460.835159522500000,32633681586.923756000000000
289,1,289,610100,city,108.939770000000000,34.341574000000001,西安市,西安,610100,0137,610100,336,697989.786756560670000,10137368955.297363000000000
290,1,290,630100,city,101.778223000000000,36.617134000000000,西宁市,西宁,630121,0137,630100,344,516166.850141839360000,7290353390.534011800000000
291,1,291,532800,city,100.796983999999990,22.009112999999999,西双版纳傣族自治州,西双版纳,532822,0137,532800,16,916330.741006753870000,19111468816.133121000000000
292,1,292,152500,city,116.048222000000000,43.933453999999998,锡林郭勒盟,锡盟,152522,0137,152500,28,2927214.973513882600000,201212503850.091130000000000
293,1,293,429004,city,113.423582999999990,30.361438000000000,仙桃市,仙桃,429004,0137,429100,246,302938.664138076420000,2519787152.150995700000000
294,1,294,421200,city,114.322616000000000,29.841362000000000,咸宁市,咸宁,421221,0137,421200,248,669044.775117804410000,9747974712.496694600000000
295,1,295,610400,city,108.709136000000000,34.329870000000000,咸阳市,咸阳,610429,0137,610400,328,719792.888031844280000,10307015043.769293000000000
296,1,296,430300,city,112.944025999999990,27.829795000000001,湘潭市,湘潭,430321,0137,430300,270,548236.502835188880000,5014971229.874992400000000
297,1,297,433100,city,109.738906000000000,28.311950000000000,湘西土家族苗族自治州,湘西,433127,0137,433100,271,889330.141425802370000,15465284788.907450000000000
298,1,298,420600,city,112.122426000000000,32.009016000000003,襄阳市,襄阳,420682,0137,420600,258,941263.432626153690000,19746099824.905190000000000
299,1,299,420900,city,113.957037000000000,30.917766000000000,孝感市,孝感,420922,0137,420900,250,727945.835879716670000,8894574921.768343000000000
300,1,300,140900,city,112.734174000000000,38.416663000000000,忻州市,忻州,140932,0137,140900,105,1058579.470749749300000,25159225279.957661000000000
301,1,301,653200,city,79.922211000000004,37.114156999999999,和田地区,新疆和田县,653227,0137,653200,154,2670515.931225293800000,249138207303.341520000000000
302,1,302,410700,city,113.926762999999990,35.303704000000003,新乡市,新乡,410782,0137,410700,208,579342.342778708550000,8245369393.929528200000000
303,1,303,360500,city,114.917345999999990,27.817807999999999,新余市,新余,360521,0137,360500,184,365079.966063044090000,3167865293.863694700000000
304,1,304,411500,city,114.091193000000000,32.147678999999997,信阳市,信阳,411528,0137,411500,201,1011911.551129223100000,18910694826.370457000000000
305,1,305,130500,city,114.504677000000000,37.070833999999998,邢台市,邢台,130528,0137,130500,198,631620.503502063570000,12460542513.717760000000000
306,1,306,152200,city,122.037657000000000,46.082462000000000,兴安盟,兴安盟,152223,0137,152200,20,1840941.005791604800000,54117080181.184074000000000
307,1,307,321300,city,118.275198000000000,33.963231999999998,宿迁市,宿迁,321322,0137,321300,167,580130.592366611120000,8542869466.545743000000000
308,1,308,341300,city,116.964195000000000,33.647309000000000,宿州市,宿州,341321,0137,341300,72,916069.918733254190000,9940041931.462017100000000
309,1,309,320300,city,117.284124000000010,34.205767999999999,徐州市,徐州,320322,0137,320300,169,910527.556700692510000,11210648844.719307000000000
310,1,310,411000,city,113.852453999999990,34.035770999999997,许昌市,许昌,411081,0137,411000,213,478362.839707061180000,4978698467.471244800000000
311,1,311,341800,city,118.758680000000000,30.940194999999999,宣城市,宣城,341800,0137,341800,71,782176.153692451420000,12297453533.219629000000000
312,1,312,511800,city,103.042375000000010,30.010601999999999,雅安市,雅安,511827,0137,511800,60,901998.712070286510000,15067826732.995588000000000
313,1,313,370600,city,121.447852000000000,37.464539000000002,烟台市,烟台,370634,0137,370600,96,1278686.762287197600000,13659324355.813404000000000
314,1,314,610600,city,109.494112000000000,36.651381000000001,延安市,延安,610623,0137,610600,332,1507236.422186432400000,36971005614.474449000000000
315,1,315,222400,city,129.471868000000000,42.909407999999999,延边朝鲜族自治州,延边,222424,0137,222400,33,1723785.343278175900000,43241576143.303589000000000
316,1,316,320900,city,120.163107000000000,33.347707999999997,盐城市,盐城,320921,0137,320900,174,829895.505860853360000,15403771884.501068000000000
317,1,317,321000,city,119.412938999999990,32.394208999999996,扬州市,扬州,321023,0137,321000,170,537670.318578153150000,6646433056.417618800000000
318,1,318,441700,city,111.982589000000000,21.857887000000002,阳江市,阳江,441781,0137,441700,131,817107.083709023540000,7839891196.782144500000000
319,1,319,140300,city,113.580519000000000,37.856971000000001,阳泉市,阳泉,140322,0137,140300,111,392697.248510041510000,4564457925.825346900000000
320,1,320,230700,city,128.841125000000010,47.727535000000003,伊春市,伊春,230722,0137,230700,347,1515215.652257016200000,32828717137.372169000000000
321,1,321,654000,city,81.324135999999996,43.916823000000001,伊犁哈萨克自治州,伊犁,654003,0137,654000,149,1769083.345029460500000,56574359741.151321000000000
322,1,322,511500,city,104.642844999999990,28.752134000000002,宜宾市,宜宾,511521,0137,511500,44,878645.051461434810000,13281613121.697206000000000
323,1,323,420500,city,111.286445000000000,30.691865000000000,宜昌市,宜昌,420526,0137,420500,251,918481.119857344080000,21232309910.789646000000000
324,1,324,360900,city,114.416785000000000,27.815743000000001,宜春市,宜春,360925,0137,360900,182,1126784.600079818400000,18659723542.394222000000000
325,1,325,430900,city,112.355129000000010,28.554348999999998,益阳市,益阳,430921,0137,430900,272,998312.652182613380000,12319425614.264269000000000
326,1,326,640100,city,106.230909000000000,38.487192999999998,银川市,银川,640122,0137,640100,66,525594.503031512490000,7309213636.769077300000000
327,1,327,360600,city,117.042173000000010,28.272537000000000,鹰潭市,鹰潭,360681,0137,360600,188,374766.373400224260000,3564569088.740854300000000
328,1,328,210800,city,122.219458000000000,40.625363999999998,营口市,营口,210882,0137,210800,320,562645.769596447700000,5312437712.583851800000000
329,1,329,431100,city,111.613418000000000,26.419640999999999,永州市,永州,431122,0137,431100,269,1168817.875531895800000,22277714635.552940000000000
330,1,330,610800,city,109.734474000000010,38.285369000000003,榆林市,榆林,610822,0137,610800,333,1973528.595687533700000,42997238356.838478000000000
331,1,331,450900,city,110.181220000000000,22.654032000000001,玉林市,玉林,450921,0137,450900,141,877930.330356593590000,12823285918.563471000000000
332,1,332,632700,city,97.091933999999995,33.011673999999999,玉树藏族自治州,玉树州,632726,0137,632700,343,3426951.006002544900000,197333994775.286590000000000
333,1,333,530400,city,102.527197000000000,24.347324000000000,玉溪市,玉溪,530425,0137,530400,14,1246637.822728625500000,14974978329.638802000000000
334,1,334,430600,city,113.128730000000000,29.356802999999999,岳阳市,岳阳,430682,0137,430600,264,1007746.649703979000000,14839537434.686052000000000
335,1,335,445300,city,112.044490999999990,22.915094000000000,云浮市,云浮,445322,0137,445300,114,653774.978858270570000,7791205452.828662900000000
336,1,336,140800,city,111.007459999999990,35.026516000000001,运城市,运城,140825,0137,140800,109,685144.605055910070000,14248756813.110895000000000
337,1,337,370400,city,117.323725000000000,34.810487999999999,枣庄市,枣庄,370400,0137,370400,89,369931.446596283290000,4567343998.799641600000000
338,1,338,440800,city,110.356639000000000,21.270144999999999,湛江市,湛江,440881,0137,440800,126,1654755.504407540000000,12142501254.929722000000000
339,1,339,430800,city,110.479148000000000,29.117013000000000,张家界市,张家界,430822,0137,430800,266,623062.694796014000000,9553802938.885696400000000
340,1,340,130700,city,114.886252000000000,40.768492999999999,张家口市,张家口,130723,0137,130700,192,1311622.931802549200000,36815273854.206581000000000
341,1,341,620700,city,100.449913000000000,38.925547999999999,张掖市,张掖,620724,0137,620700,284,1743957.907675256000000,38699026554.297401000000000
342,1,342,350600,city,117.647093000000000,24.513024999999999,漳州市,漳州,350629,0137,350600,296,1172603.192653943100000,12558075178.486240000000000
343,1,343,220100,city,125.323513000000010,43.817250999999999,长春市,长春,220182,0137,220100,39,1073227.410580022500000,20538941418.858120000000000
344,1,344,430100,city,112.938884000000000,28.228079999999999,长沙市,长沙,430121,0137,430100,276,892256.285489603180000,11816356316.772541000000000
345,1,345,140400,city,113.116404000000000,36.195408999999998,长治市,长治,140429,0137,140400,110,732210.828482051850000,13957998952.981085000000000
346,1,346,530600,city,103.717465000000000,27.338256999999999,昭通市,昭通,530626,0137,530600,10,1248130.910005389200000,22450196263.992859000000000
347,1,347,441200,city,112.465091000000000,23.047191000000002,肇庆市,肇庆,441224,0137,441200,129,788232.693521932470000,14934731960.619410000000000
348,1,348,321100,city,119.425836000000000,32.187849000000000,镇江市,镇江,321182,0137,321100,177,445741.134757451310000,3837237357.756403400000000
349,1,349,410100,city,113.625328000000000,34.746611000000001,郑州市,郑州,410182,0137,410100,214,525913.269431983470000,7564840073.987196000000000
350,1,350,442000,city,113.392770000000000,22.517585000000000,中山市,中山,442000,0137,442000,113,206626.458533350290000,1757205354.698775100000000
351,1,351,640500,city,105.196901999999990,37.499972000000000,中卫市,中卫,640521,0137,640500,62,838289.038854538350000,13128941251.908804000000000
352,1,352,500000,city,106.551643000000000,29.562849000000000,重庆,重庆,500117,0137,500100,327,3311241.154218988500000,82396777068.411118000000000
353,1,353,411600,city,114.696950000000000,33.626148999999998,周口市,周口,411621,0137,411600,203,725788.013653217120000,11980823792.578102000000000
354,1,354,440400,city,113.576677000000000,22.270977999999999,珠海市,珠海,440400,0137,440400,128,903340.187972938410000,1591634487.551920700000000
355,1,355,430200,city,113.133853000000000,27.827985999999999,株洲市,株洲,430200,0137,430200,268,851481.262435506450000,11249832660.386034000000000
356,1,356,411700,city,114.022246999999990,33.012884999999997,驻马店市,驻马店,411721,0137,411700,215,834813.628197686510000,15083203535.890928000000000
357,1,357,512000,city,104.627636000000000,30.128900999999999,资阳市,资阳,512081,0137,512000,56,750694.407590222780000,7968710023.334432600000000
358,1,358,370300,city,118.055019000000000,36.813546000000002,淄博市,淄博,370322,0137,370300,93,618452.636075599700000,5982899299.038400700000000
359,1,359,510300,city,104.778442000000000,29.339030000000001,自贡市,自贡,510321,0137,510300,55,633190.456759071210000,4370529815.530199100000000
360,1,360,520300,city,106.927389000000010,27.725653999999999,遵义市,遵义,520325,0137,520300,309,1766180.187801851400000,30766442043.375542000000000
